qid,system,time,k
32,F,46.8319,10
33,F,90.086,10
34,F,21.7095,10
35,F,86.5794,10
36,F,52.0739,10
37,F,85.4569,10
38,F,22.5628,10
39,F,3.32857,10
40,F,48.2647,10
41,F,47.9051,10
42,F,64.276,10
43,F,98.707,10
44,F,84.5765,10
45,F,4.34868,10
46,F,99.9903,10
47,F,37.1544,10
48,F,10.9071,10
49,F,66.2333,10
50,F,96.9571,10
51,F,76.6172,10
52,F,9.02166,10
53,F,4.45229,10
54,F,45.8739,10
55,F,0.568012,10
56,F,71.8929,10
57,F,58.8895,10
58,F,2.18748,10
59,F,4.97621,10
60,F,5.77338,10
61,F,66.4256,10
62,F,77.3793,10
63,F,36.3011,10
64,F,2.78572,10
65,F,62.4022,10
66,F,15.7844,10
67,F,95.6512,10
68,F,73.7572,10
69,F,80.7083,10
70,F,14.5113,10
71,F,33.8119,10
72,F,73.1934,10
73,F,30.1118,10
74,F,91.1747,10
75,F,92.7575,10
76,F,66.4162,10
77,F,58.8381,10
78,F,59.1332,10
79,F,16.415,10
80,F,2.85189,10
81,F,53.9475,10
82,F,10.1699,10
83,F,70.311,10
84,F,17.574,10
85,F,82.1383,10
86,F,1.9669,10
87,F,97.8419,10
88,F,13.8874,10
89,F,0.882104,10
90,F,86.6624,10
91,F,51.1556,10
92,F,61.7683,10
93,F,55.8015,10
94,F,63.0894,10
95,F,9.92128,10
96,F,0.00727247,10
97,F,21.7167,10
98,F,8.29613,10
99,F,60.37,10
100,F,45.8269,10
101,F,68.3897,10
102,F,71.7183,10
103,F,19.983,10
104,F,67.8881,10
105,F,32.164,10
106,F,30.871,10
107,F,15.4475,10
108,F,19.7962,10
109,F,19.7865,10
110,F,56.941,10
111,F,67.8481,10
112,F,34.0814,10
113,F,31.0386,10
114,F,7.65571,10
115,F,16.6774,10
116,F,21.1297,10
117,F,67.0036,10
118,F,67.5716,10
119,F,39.4645,10
120,F,98.354,10
121,F,0.541442,10
122,F,5.51765,10
123,F,11.291,10
124,F,77.7166,10
125,F,55.0959,10
126,F,91.397,10
127,F,94.1827,10
128,F,56.5849,10
129,F,72.3694,10
130,F,68.0205,10
131,F,41.7778,10
132,F,22.4861,10
133,F,36.9974,10
134,F,70.8093,10
135,F,44.0028,10
136,F,74.1145,10
137,F,65.2892,10
138,F,58.0467,10
139,F,24.463,10
140,F,83.301,10
141,F,42.4342,10
142,F,58.8492,10
143,F,61.701,10
144,F,15.6486,10
145,F,25.8185,10
146,F,96.1295,10
147,F,13.7035,10
148,F,95.8418,10
149,F,97.8087,10
150,F,95.6506,10
151,F,9.53806,10
152,F,10.4202,10
153,F,97.0826,10
154,F,48.2381,10
155,F,10.0064,10
156,F,65.8079,10
157,F,28.8973,10
158,F,38.8186,10
159,F,38.8258,10
160,F,60.5426,10
161,F,68.8387,10
162,F,29.2087,10
163,F,75.0356,10
164,F,43.4254,10
165,F,15.1436,10
166,F,35.1266,10
167,F,3.01471,10
168,F,35.1788,10
169,F,66.0498,10
170,F,81.4973,10
171,F,1.29349,10
172,F,21.08,10
173,F,78.021,10
174,F,45.8691,10
175,F,79.9505,10
176,F,10.989,10
177,F,18.6448,10
178,F,35.3221,10
179,F,56.4518,10
180,F,23.4554,10
181,F,91.0269,10
182,F,30.4914,10
183,F,28.8454,10
184,F,29.3868,10
185,F,34.9045,10
186,F,46.1955,10
187,F,23.9121,10
188,F,79.0081,10
189,F,70.4051,10
190,F,64.5878,10
191,F,21.1727,10
192,F,93.5421,10
193,F,61.5627,10
194,F,3.34045,10
195,F,25.8265,10
196,F,62.8239,10
197,F,33.6332,10
198,F,77.636,10
199,F,51.7506,10
200,F,17.0398,10
201,F,75.0865,10
202,F,99.5495,10
203,F,82.8505,10
204,F,25.2847,10
205,F,84.1338,10
206,F,45.8349,10
207,F,61.4835,10
208,F,87.302,10
209,F,83.4314,10
210,F,97.1349,10
211,F,92.9767,10
212,F,90.7854,10
213,F,86.436,10
214,F,95.9741,10
215,F,6.39424,10
216,F,3.47681,10
217,F,51.7149,10
218,F,61.7214,10
219,F,27.5293,10
220,F,56.4266,10
221,F,95.2452,10
222,F,34.071,10
223,F,94.6136,10
224,F,63.4523,10
225,F,92.661,10
226,F,67.6967,10
227,F,11.122,10
228,F,26.2657,10
229,F,61.3923,10
230,F,64.407,10
231,F,99.5858,10
232,F,65.6355,10
233,F,47.1328,10
234,F,48.4263,10
235,F,69.5063,10
236,F,47.5273,10
237,F,93.3964,10
238,F,73.3469,10
239,F,84.3359,10
240,F,2.98069,10
241,F,38.3028,10
242,F,94.7546,10
243,F,18.21,10
244,F,9.23689,10
245,F,39.7283,10
246,F,68.5737,10
247,F,97.9606,10
248,F,32.8651,10
249,F,79.0606,10
1,A,252.539,100
2,A,267.763,100
3,A,229.249,100
4,A,194.068,100
5,A,194.672,100
6,A,215.096,100
7,A,199.171,100
8,A,191.018,100
9,A,179.384,100
10,A,242.377,100
11,A,246.811,100
12,A,250.635,100
13,A,208.042,100
14,A,235.585,100
15,A,258.66,100
16,A,247.038,100
17,A,275.171,100
18,A,210.758,100
19,A,251.203,100
20,A,207.6,100
21,A,242.916,100
22,A,201.501,100
23,A,194.649,100
24,A,263.411,100
25,A,189.989,100
26,A,244.487,100
27,A,189.308,100
28,A,215.589,100
29,A,269.13,100
30,A,239.616,100
31,A,243.344,100
32,A,239.332,100
33,A,219.031,100
34,A,237.838,100
35,A,266.846,100
36,A,187.674,100
37,A,269.534,100
38,A,232.947,100
39,A,257.217,100
40,A,239.446,100
41,A,208.88,100
42,A,208.155,100
43,A,207.187,100
44,A,194.144,100
45,A,207.845,100
46,A,192.704,100
47,A,255.204,100
48,A,238.794,100
49,A,196.313,100
50,A,257.415,100
51,A,276.961,100
52,A,204.826,100
53,A,262.338,100
54,A,208.387,100
55,A,237.701,100
56,A,193.997,100
57,A,194.957,100
58,A,189.954,100
59,A,271.175,100
60,A,250.952,100
61,A,259.708,100
62,A,258.061,100
63,A,277.921,100
64,A,215.997,100
65,A,257.52,100
66,A,276.63,100
67,A,263.698,100
68,A,186.438,100
69,A,214.322,100
70,A,195.241,100
71,A,252.659,100
72,A,229.719,100
73,A,210.83,100
74,A,184.072,100
75,A,234.286,100
76,A,191.942,100
77,A,271.62,100
78,A,237.5,100
79,A,182.329,100
80,A,200.13,100
81,A,194.784,100
82,A,263.057,100
83,A,199.51,100
84,A,263.908,100
85,A,242.335,100
86,A,184.94,100
87,A,188.921,100
88,A,195.046,100
89,A,238.116,100
90,A,267.168,100
91,A,179.797,100
92,A,248.694,100
93,A,269.416,100
94,A,225.463,100
95,A,204.974,100
96,A,246.264,100
97,A,225.885,100
98,A,218.996,100
99,A,186.845,100
100,A,252.193,100
101,A,205.279,100
102,A,251.043,100
103,A,205.816,100
104,A,219.523,100
105,A,245.426,100
106,A,190.73,100
107,A,230.06,100
108,A,220.967,100
109,A,206.529,100
110,A,249.234,100
111,A,209.724,100
112,A,244.363,100
113,A,198.786,100
114,A,269.85,100
115,A,270.358,100
116,A,180.967,100
117,A,203.12,100
118,A,219.468,100
119,A,209.657,100
120,A,274.444,100
121,A,224.441,100
122,A,182.922,100
123,A,272.237,100
124,A,274.951,100
125,A,188.896,100
126,A,223.003,100
127,A,271.713,100
128,A,184.271,100
129,A,243.315,100
130,A,207.845,100
131,A,197.06,100
132,A,245.675,100
133,A,195.73,100
134,A,220.332,100
135,A,200.08,100
136,A,254.872,100
137,A,242.311,100
138,A,184.124,100
139,A,230.751,100
140,A,227.531,100
141,A,274.207,100
142,A,228.643,100
143,A,227.225,100
144,A,231.658,100
145,A,261.615,100
146,A,237.981,100
147,A,270.174,100
148,A,225.12,100
149,A,275.639,100
150,A,198.829,100
151,A,278.315,100
152,A,228.394,100
153,A,205.637,100
154,A,228.178,100
155,A,255.197,100
156,A,190.122,100
157,A,195.631,100
158,A,211.164,100
159,A,214.328,100
160,A,274.875,100
161,A,266.941,100
162,A,182.206,100
163,A,233.694,100
164,A,199.748,100
165,A,266.836,100
166,A,190.199,100
167,A,244.827,100
168,A,205.802,100
169,A,239.936,100
170,A,263.169,100
171,A,213.431,100
172,A,253.008,100
173,A,228.425,100
174,A,195.415,100
175,A,246.357,100
176,A,242.523,100
177,A,222.061,100
178,A,230.259,100
179,A,232.184,100
180,A,214.863,100
181,A,180.349,100
182,A,249.772,100
183,A,276.083,100
184,A,254.569,100
185,A,248.247,100
186,A,191.864,100
187,A,206.761,100
188,A,275.015,100
189,A,240.483,100
190,A,194.554,100
191,A,243.389,100
192,A,226.88,100
193,A,194.447,100
194,A,234.228,100
195,A,239.808,100
196,A,194.231,100
197,A,212.448,100
198,A,278.499,100
199,A,202.329,100
200,A,208.594,100
201,A,265.579,100
202,A,258.816,100
203,A,267.736,100
204,A,246.407,100
205,A,200.567,100
206,A,258.768,100
207,A,250.999,100
208,A,216.376,100
209,A,238.503,100
210,A,272.468,100
211,A,243.487,100
212,A,269.386,100
213,A,189.612,100
214,A,229.461,100
215,A,188.146,100
216,A,264.651,100
217,A,220.059,100
218,A,274.683,100
219,A,241.283,100
220,A,190.439,100
221,A,185.394,100
222,A,244.888,100
223,A,195.834,100
224,A,216.72,100
225,A,215.954,100
226,A,255.842,100
227,A,208.488,100
228,A,194.132,100
229,A,210.624,100
230,A,261.93,100
231,A,243.358,100
232,A,239.64,100
233,A,246.672,100
234,A,231.604,100
235,A,213.235,100
236,A,202.455,100
237,A,205.532,100
238,A,191.98,100
239,A,190.104,100
240,A,277.726,100
241,A,205.572,100
242,A,241.402,100
243,A,204.648,100
244,A,245.47,100
245,A,184.74,100
246,A,206.282,100
247,A,218.728,100
248,A,235.918,100
249,A,256.229,100
0,B,274.458,100
1,B,226.905,100
2,B,216.498,100
3,B,193.778,100
4,B,278.549,100
5,B,229.232,100
6,B,217.105,100
7,B,260.433,100
8,B,223.124,100
9,B,203.603,100
10,B,260.602,100
11,B,244.002,100
12,B,183.266,100
13,B,180.607,100
14,B,187.161,100
15,B,237.378,100
16,B,229.148,100
17,B,202.474,100
18,B,272.542,100
19,B,215.477,100
20,B,268.437,100
21,B,198.951,100
22,B,267,100
23,B,252.753,100
24,B,235.703,100
25,B,212.738,100
26,B,226.967,100
27,B,236.719,100
28,B,244.108,100
29,B,274.18,100
30,B,232.382,100
31,B,184.727,100
32,B,267.021,100
33,B,237.851,100
34,B,224.827,100
35,B,194.518,100
36,B,236.838,100
37,B,196.803,100
38,B,182.477,100
39,B,255.046,100
40,B,260.119,100
41,B,235.302,100
42,B,247.247,100
43,B,183.938,100
44,B,235.346,100
45,B,255.847,100
46,B,213.336,100
47,B,235.079,100
48,B,202.686,100
49,B,247.586,100
50,B,188.86,100
51,B,265.03,100
52,B,237.94,100
53,B,211.671,100
54,B,275.455,100
55,B,182.358,100
56,B,268.09,100
57,B,274.651,100
58,B,247.57,100
59,B,214.335,100
60,B,228.113,100
61,B,196.859,100
62,B,198.004,100
63,B,270.234,100
64,B,224.835,100
65,B,273.782,100
66,B,220.544,100
67,B,276.842,100
68,B,271.341,100
69,B,196.537,100
70,B,271.661,100
71,B,181.023,100
72,B,198.68,100
73,B,203.918,100
74,B,263.411,100
75,B,225.196,100
76,B,189.19,100
77,B,246.139,100
78,B,221.122,100
79,B,253.593,100
80,B,233.325,100
81,B,274.76,100
82,B,224.906,100
83,B,253.385,100
84,B,250.718,100
85,B,272.774,100
86,B,219.258,100
87,B,194.705,100
88,B,219.127,100
89,B,260.354,100
90,B,213.081,100
91,B,194.065,100
92,B,255.087,100
93,B,243.659,100
94,B,277.044,100
95,B,183.452,100
96,B,233.219,100
97,B,190.147,100
98,B,241.925,100
99,B,199.782,100
100,B,205.499,100
101,B,269.234,100
102,B,247.829,100
103,B,270.397,100
104,B,209.491,100
105,B,269.29,100
106,B,261.824,100
107,B,254.033,100
108,B,227.994,100
109,B,252.018,100
110,B,230.439,100
111,B,265.592,100
112,B,207.383,100
113,B,188.018,100
114,B,185.528,100
115,B,202.055,100
116,B,215.078,100
117,B,240.852,100
118,B,229.302,100
119,B,236.891,100
120,B,245.603,100
121,B,196.301,100
122,B,184.518,100
123,B,208.726,100
124,B,188.961,100
125,B,256.931,100
126,B,262.663,100
127,B,191.481,100
128,B,208.398,100
129,B,222.298,100
130,B,251.735,100
131,B,223.877,100
132,B,200.062,100
133,B,263.938,100
134,B,226.86,100
135,B,246.889,100
136,B,233.702,100
137,B,238.246,100
138,B,210.432,100
139,B,227.265,100
140,B,211.123,100
141,B,200.924,100
142,B,221.218,100
143,B,266.48,100
144,B,226.414,100
145,B,229.179,100
146,B,183.154,100
147,B,231.243,100
148,B,221.434,100
149,B,225.774,100
150,B,224.413,100
151,B,261.95,100
152,B,202.521,100
153,B,273.99,100
154,B,268.242,100
155,B,254.583,100
156,B,193.85,100
157,B,199.69,100
158,B,185.473,100
159,B,248.621,100
160,B,239.543,100
161,B,186.45,100
162,B,195.677,100
163,B,276.466,100
164,B,244.033,100
165,B,229.555,100
166,B,181.981,100
167,B,231.091,100
168,B,270.233,100
169,B,198.815,100
170,B,245.233,100
171,B,194.679,100
172,B,228.651,100
173,B,246.401,100
174,B,240.913,100
175,B,209.266,100
176,B,182.64,100
177,B,204.666,100
178,B,245.21,100
179,B,212.633,100
180,B,190.057,100
181,B,201.062,100
182,B,217.826,100
183,B,237.389,100
184,B,217.303,100
185,B,252.731,100
186,B,192.272,100
187,B,211.56,100
188,B,209.112,100
189,B,221.969,100
190,B,241.376,100
191,B,231.785,100
192,B,205.61,100
193,B,274.692,100
194,B,197.073,100
195,B,179.553,100
196,B,218.937,100
197,B,213.336,100
198,B,214.834,100
199,B,236.504,100
200,B,255.577,100
201,B,223.91,100
202,B,254.131,100
203,B,213.646,100
204,B,263.317,100
205,B,249.949,100
206,B,196.712,100
207,B,212.383,100
208,B,240.254,100
209,B,209.875,100
210,B,215.045,100
211,B,252.234,100
212,B,258.714,100
213,B,200.173,100
214,B,258.329,100
215,B,220.629,100
216,B,232.205,100
217,B,209.871,100
218,B,189.613,100
219,B,248.952,100
220,B,253.538,100
221,B,270.06,100
222,B,268.152,100
223,B,196.385,100
224,B,270.015,100
225,B,275.738,100
226,B,179.971,100
227,B,270.927,100
228,B,223.283,100
229,B,232.124,100
230,B,249.403,100
231,B,261.819,100
232,B,214.879,100
233,B,206.93,100
234,B,243.17,100
235,B,245.849,100
236,B,186.288,100
237,B,217.819,100
238,B,207.952,100
239,B,251.769,100
240,B,272.132,100
241,B,261.851,100
242,B,257.455,100
243,B,258.077,100
244,B,252.224,100
245,B,201.563,100
246,B,270.027,100
247,B,246.697,100
248,B,193.424,100
249,B,223.368,100
0,C,181.565,100
1,C,278.886,100
2,C,181.786,100
3,C,262.313,100
4,C,240.519,100
5,C,192.847,100
6,C,244.293,100
7,C,254.418,100
8,C,199.97,100
9,C,238.606,100
10,C,262.431,100
11,C,224.04,100
12,C,276.456,100
13,C,225.687,100
14,C,205.852,100
15,C,243.194,100
16,C,220.589,100
17,C,203.697,100
18,C,228.768,100
19,C,228.23,100
20,C,206.916,100
21,C,276.809,100
22,C,273.139,100
23,C,196.574,100
24,C,212.812,100
25,C,261.454,100
26,C,238.133,100
27,C,210.039,100
28,C,226.133,100
29,C,269.446,100
30,C,217.607,100
31,C,201.933,100
32,C,244.808,100
33,C,200.881,100
34,C,194.112,100
35,C,189.625,100
36,C,260.573,100
37,C,200.441,100
38,C,203.463,100
39,C,223.777,100
40,C,276.582,100
41,C,194.985,100
42,C,191.796,100
43,C,211.802,100
44,C,234.01,100
45,C,212.903,100
46,C,272.524,100
47,C,182.71,100
48,C,206.814,100
49,C,210.556,100
50,C,218.345,100
51,C,242.052,100
52,C,188.359,100
53,C,205.088,100
54,C,210.873,100
55,C,277.792,100
56,C,206.254,100
57,C,275.957,100
58,C,253.816,100
59,C,269.147,100
60,C,239.141,100
61,C,212.31,100
62,C,250.325,100
63,C,199.722,100
64,C,240.063,100
65,C,225.113,100
66,C,189.381,100
67,C,219.768,100
68,C,274.041,100
69,C,197.21,100
70,C,198.261,100
71,C,212.251,100
72,C,239.37,100
73,C,256.187,100
74,C,207.353,100
75,C,271.42,100
76,C,264.743,100
77,C,182.989,100
78,C,247.087,100
79,C,205.235,100
80,C,186.474,100
81,C,265.996,100
82,C,243.046,100
83,C,221.528,100
84,C,243.493,100
85,C,274.245,100
86,C,260.38,100
87,C,265.67,100
88,C,266.302,100
89,C,200.203,100
90,C,257.106,100
91,C,214.127,100
92,C,202.548,100
93,C,205.418,100
94,C,229.159,100
95,C,274.066,100
96,C,205.484,100
97,C,195.297,100
98,C,189.339,100
99,C,244.635,100
100,C,238.595,100
101,C,179.007,100
102,C,256.379,100
103,C,219.821,100
104,C,189.006,100
105,C,245.958,100
106,C,254.935,100
107,C,203.626,100
108,C,271.605,100
109,C,241.824,100
110,C,245.833,100
111,C,248.08,100
112,C,216.154,100
113,C,189.041,100
114,C,261.297,100
115,C,257.007,100
116,C,180.243,100
117,C,221.423,100
118,C,234.096,100
119,C,225.898,100
120,C,259.965,100
121,C,233.04,100
122,C,276.351,100
123,C,263.772,100
124,C,243.276,100
125,C,190.291,100
126,C,222.425,100
127,C,197.127,100
128,C,260.75,100
129,C,235.452,100
130,C,201.572,100
131,C,201.088,100
132,C,263.583,100
133,C,269.785,100
134,C,271.891,100
135,C,197.221,100
136,C,212.803,100
137,C,234.596,100
138,C,205.045,100
139,C,264.307,100
140,C,232.502,100
141,C,198.772,100
142,C,253.002,100
143,C,233.998,100
144,C,230.82,100
145,C,278.142,100
146,C,206.291,100
147,C,265.783,100
148,C,278.572,100
149,C,261.138,100
150,C,269.939,100
151,C,212.246,100
152,C,277.354,100
153,C,274.967,100
154,C,186.656,100
155,C,234.802,100
156,C,270.299,100
157,C,268.741,100
158,C,252.24,100
159,C,243.407,100
160,C,234.326,100
161,C,249.775,100
162,C,227.98,100
163,C,214.179,100
164,C,244.749,100
165,C,226.07,100
166,C,199.505,100
167,C,239.003,100
168,C,251.683,100
169,C,228.342,100
170,C,220.224,100
171,C,227.358,100
172,C,217.919,100
173,C,234.181,100
174,C,269.086,100
175,C,208.177,100
176,C,220.276,100
177,C,185.951,100
178,C,208.543,100
179,C,237.59,100
180,C,252.757,100
181,C,246.265,100
182,C,271.525,100
183,C,188.305,100
184,C,272.407,100
185,C,217.032,100
186,C,264.498,100
187,C,277.768,100
188,C,206.222,100
189,C,224.391,100
190,C,211.085,100
191,C,198.057,100
192,C,203.005,100
193,C,272.396,100
194,C,251.076,100
195,C,201.231,100
196,C,218.285,100
197,C,227.079,100
198,C,265.954,100
199,C,261.965,100
200,C,265.587,100
201,C,231.979,100
202,C,254.87,100
203,C,184.081,100
204,C,270.232,100
205,C,272.411,100
206,C,198.041,100
207,C,219.224,100
208,C,214.416,100
209,C,224.991,100
210,C,201.639,100
211,C,277.516,100
212,C,214.504,100
213,C,245.05,100
214,C,265.437,100
215,C,263.866,100
216,C,265.674,100
217,C,271.46,100
218,C,234.726,100
219,C,266.122,100
220,C,219.146,100
221,C,215.077,100
222,C,247.839,100
223,C,269.006,100
224,C,277.243,100
225,C,278.415,100
226,C,259.766,100
227,C,278.186,100
228,C,223.936,100
229,C,179.172,100
230,C,206.393,100
231,C,186.239,100
232,C,229.779,100
233,C,197.137,100
234,C,232.54,100
235,C,273.224,100
236,C,224.424,100
237,C,197.483,100
238,C,182.307,100
239,C,244.509,100
240,C,229.617,100
241,C,206.836,100
242,C,201.486,100
243,C,216.106,100
244,C,249.311,100
245,C,264.506,100
246,C,262.811,100
247,C,261.926,100
248,C,259.573,100
249,C,197.993,100
0,D,246.004,100
1,D,186.087,100
2,D,230.715,100
3,D,186.696,100
4,D,274.266,100
5,D,274.431,100
6,D,207.897,100
7,D,236.102,100
8,D,254.036,100
9,D,189.282,100
10,D,207.29,100
11,D,208.129,100
12,D,268.11,100
13,D,272.862,100
14,D,268.012,100
15,D,208.209,100
16,D,192.366,100
17,D,210.023,100
18,D,220.511,100
19,D,278.041,100
20,D,223.928,100
21,D,277.798,100
22,D,256.694,100
23,D,205.274,100
24,D,223.3,100
25,D,223.725,100
26,D,196.271,100
27,D,226.263,100
28,D,265.995,100
29,D,252.016,100
30,D,200.061,100
31,D,214.389,100
32,D,193.529,100
33,D,240.392,100
34,D,194.139,100
35,D,200.779,100
36,D,216.963,100
37,D,257.021,100
38,D,186.563,100
39,D,198.301,100
40,D,262.749,100
41,D,270.735,100
42,D,199.122,100
43,D,218.544,100
44,D,241.449,100
45,D,228.573,100
46,D,195.141,100
47,D,256.373,100
48,D,236.586,100
49,D,272.198,100
50,D,225.923,100
51,D,268.063,100
52,D,239.064,100
53,D,262.421,100
54,D,278.76,100
55,D,241.026,100
56,D,179.048,100
57,D,231.074,100
58,D,260.072,100
59,D,189.42,100
60,D,222.66,100
61,D,205.076,100
62,D,226.968,100
63,D,179.568,100
64,D,179.168,100
65,D,264.87,100
66,D,230.76,100
67,D,272.899,100
68,D,248.089,100
69,D,249.024,100
70,D,199.079,100
71,D,210.955,100
72,D,254.064,100
73,D,269.772,100
74,D,222.077,100
75,D,276.413,100
76,D,210.005,100
77,D,208.338,100
78,D,181.59,100
79,D,182.189,100
80,D,229.146,100
81,D,220.729,100
82,D,218.774,100
83,D,235.088,100
84,D,194.857,100
85,D,219.475,100
86,D,272.38,100
87,D,245.341,100
88,D,211.865,100
89,D,181.738,100
90,D,204.574,100
91,D,249.411,100
92,D,239.385,100
93,D,250.935,100
94,D,246.572,100
95,D,181.407,100
96,D,240.766,100
97,D,192.255,100
98,D,208.413,100
99,D,212.356,100
100,D,188.18,100
101,D,189.907,100
102,D,264.514,100
103,D,220.422,100
104,D,180.583,100
105,D,232.47,100
106,D,241.001,100
107,D,212.731,100
108,D,259.235,100
109,D,262.854,100
110,D,192.506,100
111,D,256.304,100
112,D,234.264,100
113,D,226.026,100
114,D,200.224,100
115,D,199.714,100
116,D,246.719,100
117,D,218.036,100
118,D,216.301,100
119,D,197.859,100
120,D,221.385,100
121,D,234.209,100
122,D,234.469,100
123,D,209.27,100
124,D,223.985,100
125,D,184.969,100
126,D,261.599,100
127,D,236.159,100
128,D,187.735,100
129,D,241.873,100
130,D,183.63,100
131,D,179.541,100
132,D,195.557,100
133,D,257.59,100
134,D,269.403,100
135,D,253.546,100
136,D,276.667,100
137,D,179.295,100
138,D,205.364,100
139,D,196.581,100
140,D,248.506,100
141,D,243.564,100
142,D,231.745,100
143,D,233.708,100
144,D,231.94,100
145,D,252.303,100
146,D,203.328,100
147,D,200.347,100
148,D,179.229,100
149,D,218.28,100
150,D,205.985,100
151,D,204.623,100
152,D,209.874,100
153,D,266.778,100
154,D,273.552,100
155,D,240.721,100
156,D,230.448,100
157,D,241.426,100
158,D,219.52,100
159,D,185.841,100
160,D,257.713,100
161,D,242.026,100
162,D,197.645,100
163,D,182.919,100
164,D,222.132,100
165,D,263.336,100
166,D,212.378,100
167,D,264.662,100
168,D,271.759,100
169,D,278.735,100
170,D,212.248,100
171,D,240.618,100
172,D,270.755,100
173,D,196.255,100
174,D,261.415,100
175,D,184.773,100
176,D,278.038,100
177,D,255.47,100
178,D,211.049,100
179,D,217.906,100
180,D,218.38,100
181,D,239.937,100
182,D,266.972,100
183,D,254.087,100
184,D,219.937,100
185,D,179.625,100
186,D,186.376,100
187,D,203.981,100
188,D,185.244,100
189,D,266.18,100
190,D,225.659,100
191,D,215.437,100
192,D,216.161,100
193,D,257.293,100
194,D,204.285,100
195,D,202.912,100
196,D,254.585,100
197,D,256.59,100
198,D,253.089,100
199,D,278.64,100
200,D,271.745,100
201,D,272.571,100
202,D,215.583,100
203,D,180.469,100
204,D,197.108,100
205,D,180.607,100
206,D,260.497,100
207,D,262.301,100
208,D,274.217,100
209,D,213.583,100
210,D,212.799,100
211,D,209.179,100
212,D,223.771,100
213,D,256.636,100
214,D,200.468,100
215,D,189.736,100
216,D,237.889,100
217,D,246.692,100
218,D,233.704,100
219,D,214.168,100
220,D,197.998,100
221,D,251.232,100
222,D,233.208,100
223,D,271.008,100
224,D,213.106,100
225,D,183.947,100
226,D,240.768,100
227,D,196.04,100
228,D,221.79,100
229,D,261.079,100
230,D,183.726,100
231,D,247.39,100
232,D,250.392,100
233,D,263.797,100
234,D,278.402,100
235,D,246.378,100
236,D,243.938,100
237,D,227.247,100
238,D,205.658,100
239,D,271.757,100
240,D,255.617,100
241,D,266.09,100
242,D,196.037,100
243,D,257.115,100
244,D,199.794,100
245,D,245.485,100
246,D,204.044,100
247,D,253.837,100
248,D,215.502,100
249,D,249.456,100
0,E,207.753,100
1,E,189.3,100
2,E,242.089,100
3,E,215.707,100
4,E,212.267,100
5,E,258.008,100
6,E,265.935,100
7,E,204.873,100
8,E,194.299,100
9,E,192.736,100
10,E,209.687,100
11,E,240.701,100
12,E,200.542,100
13,E,236.863,100
14,E,191.197,100
15,E,213.071,100
16,E,183.025,100
17,E,243.945,100
18,E,244.247,100
19,E,236.251,100
20,E,235.202,100
21,E,221.192,100
22,E,185.338,100
23,E,268.154,100
24,E,184.733,100
25,E,196.862,100
26,E,198.602,100
27,E,224.869,100
28,E,256.717,100
29,E,270.77,100
30,E,258.867,100
31,E,245.318,100
32,E,241.805,100
33,E,266.725,100
34,E,250.492,100
35,E,188.815,100
36,E,198.053,100
37,E,193.396,100
38,E,256.058,100
39,E,273.703,100
40,E,207.962,100
41,E,217.854,100
42,E,202.354,100
43,E,258.305,100
44,E,200.967,100
45,E,234.625,100
46,E,192.613,100
47,E,184.968,100
48,E,232.632,100
49,E,254.036,100
50,E,272.773,100
51,E,271.335,100
52,E,186.22,100
53,E,214.273,100
54,E,187.551,100
55,E,187.698,100
56,E,215.301,100
57,E,244.501,100
58,E,211.719,100
59,E,252.349,100
60,E,278.115,100
61,E,225.964,100
62,E,225.832,100
63,E,268.902,100
64,E,244.584,100
65,E,180.33,100
66,E,231.621,100
67,E,266.856,100
68,E,230.096,100
69,E,218.304,100
70,E,202.162,100
71,E,263.134,100
72,E,193.511,100
73,E,250.665,100
74,E,231.383,100
75,E,200.325,100
76,E,213.375,100
77,E,235.427,100
78,E,238.855,100
79,E,203.292,100
80,E,195.371,100
81,E,182.723,100
82,E,179.341,100
83,E,237.849,100
84,E,235.987,100
85,E,262.68,100
86,E,232.766,100
87,E,274.482,100
88,E,197.52,100
89,E,238.496,100
90,E,197.763,100
91,E,193.404,100
92,E,278.586,100
93,E,195.315,100
94,E,228.867,100
95,E,214.533,100
96,E,245.918,100
97,E,189.17,100
98,E,226.527,100
99,E,241.671,100
100,E,183.145,100
101,E,201.084,100
102,E,237.063,100
103,E,254.176,100
104,E,239.2,100
105,E,202.342,100
106,E,277.007,100
107,E,245.343,100
108,E,265.662,100
109,E,182.808,100
110,E,266.83,100
111,E,241.565,100
112,E,234.968,100
113,E,246.888,100
114,E,240.847,100
115,E,250.755,100
116,E,179,100
117,E,237.922,100
118,E,231.134,100
119,E,227.484,100
120,E,230.941,100
121,E,217.666,100
122,E,253.115,100
123,E,187.296,100
124,E,183.346,100
125,E,241.612,100
126,E,246.848,100
127,E,239.998,100
128,E,209.606,100
129,E,190.633,100
130,E,203.418,100
131,E,239.931,100
132,E,248.811,100
133,E,217.186,100
134,E,227.426,100
135,E,224.023,100
136,E,180.293,100
137,E,268.685,100
138,E,194.433,100
139,E,237.052,100
140,E,243.183,100
141,E,247.02,100
142,E,218.382,100
143,E,269.816,100
144,E,246.209,100
145,E,210.688,100
146,E,205.996,100
147,E,247.574,100
148,E,276.135,100
149,E,277.008,100
150,E,220.522,100
151,E,240.563,100
152,E,210.069,100
153,E,179.634,100
154,E,219.224,100
155,E,188.339,100
156,E,196.54,100
157,E,262.168,100
158,E,246.281,100
159,E,255.968,100
160,E,222.336,100
161,E,180.142,100
162,E,219.63,100
